サラーフッディーン
アル＝アジーズ
アル＝マンスール・ムハンマド1世
アル＝アーディル
アル＝カーミル
アル＝アーディル2世
サーリフ
トゥーラーン・シャー
アル＝アシュラフ・ムーサー
サラーフッディーン
アル＝アフダル
アル＝アーディル
アル＝ムアッザム
アン＝ナースィル・ダーウード
アル＝アシュラフ
アッ＝サーリフ・イスマーイール
アル＝カーミル
アル＝アーディル2世
アッ＝サーリフ・ナジュムッディーン・アイユーブ
アッ＝サーリフ・イスマーイール
アッ＝サーリフ・ナジュムッディーン・アイユーブ
トゥーラーン・シャー
アン＝ナースィル・ユースフ
アル＝ムザッファル・ウマル
アル＝マンスール・ムハンマド
アン＝ナースィル・キリジ・アルスラーン
アル＝ムザッファル・マフムード
アル＝マンスール・ムハンマド2世
アル＝マンスール・マフムード
アル＝ムアイヤド・アブル＝フィダーウ
アル＝アフダル・ムハンマド
トゥーラーン・シャー
トゥグ＝ティキーン
アル＝ムイッズ・イスマーイール
アン＝ナースィル
ガーズィー・イブン・ジュバイル
スライマーン
アル＝マスウード
ユースフ
テイスペス
キュロス1世
カンビュセス1世
キュロス2世
カンビュセス2世
スメルディス
アリアラムネス
アルサメス
ダレイオス1世
クセルクセス1世
アルタクセルクセス1世
クセルクセス2世
ソグディアノス
ダレイオス2世
アルタクセルクセス2世
アルタクセルクセス3世
アルセス
ダレイオス3世
サッファーフ
マンスール
マフディー
ハーディー
ハールーン・アッ＝ラシード
アミーン
マアムーン
ムウタスィム
ワースィク
ムタワッキル
ムンタスィル
ムスタイーン
ムウタッズ
ムフタディー
ムウタミド
ムウタディド
ムクタフィー
ムクタディル
カーヒル
ラーディー
ムッタキー
ムスタクフィー
ムティー
ターイー
カーディル
カーイム
ムクタディー
ムスタズヒル
ムスタルシド
ラーシド
ムクタフィー
ムスタンジド
ムスタディー
ナースィル
ザーヒル
ムスタンスィル
ムスタアスィム
ムスタンスィル2世
ハーキム1世
ムスタクフィー1世
ワースィク1世
ハーキム2世
ムゥタディド1世
ムタワッキル1世
ワースィク2世
ムウタスィム
ムタワッキル1世
ムスタイーン
ムウタディド2世
ムスタクフィー2世
